,Unnamed: 0,gene_id_x,gene_name,gene_type,gene_id_y,entrez_id,chromosome,strand,number_of_transcripts,median_transcriptome_length,median_genome_length,median_number_of_exons,median_gene_start,median_gene_end
3168,3168,ENSG00000177151,OR2T35,protein_coding,126280.0,403244.0,1,-,1.0,971.0,971.0,1.0,248801588.0,248802559.0
3170,3170,ENSG00000105737,GRIK5,protein_coding,2884.0,2901.0,19,-,1.0,3509.0,67484.0,19.0,42502473.0,42569957.0
3172,3172,ENSG00000163348,PYGO2,protein_coding,59966.0,90780.0,1,-,1.0,3177.0,4756.0,3.0,154929502.0,154934258.0
3180,3180,ENSG00000196517,SLC6A9,protein_coding,6500.0,6536.0,1,-,3.0,3200.0,20842.0,14.0,44462155.0,44482997.0
3181,3181,ENSG00000163344,PMVK,protein_coding,10507.0,10654.0,1,-,1.0,1294.0,12276.0,5.0,154897208.0,154909484.0
3184,3184,ENSG00000105404,RABAC1,protein_coding,10420.0,10567.0,19,-,1.0,802.0,2695.0,5.0,42460833.0,42463528.0
3188,3188,ENSG00000171453,POLR1C,protein_coding,9392.0,9533.0,6,+,2.0,1198.0,8389.0,9.0,43484791.0,43493180.0
3190,3190,ENSG00000164309,CMYA5,protein_coding,83689.0,202333.0,5,+,1.0,12879.0,110390.0,13.0,78985659.0,79096049.0
3193,3193,ENSG00000118137,APOA1,protein_coding,332.0,335.0,11,-,1.0,893.0,1869.0,4.0,116706469.0,116708338.0
3196,3196,ENSG00000164330,EBF1,protein_coding,1867.0,1879.0,5,-,1.0,5258.0,403865.0,16.0,158122923.0,158526788.0
3197,3197,ENSG00000123552,USP45,protein_coding,59202.0,85015.0,6,-,1.0,6368.0,83068.0,18.0,99880184.0,99963252.0
3211,3211,ENSG00000183495,EP400,protein_coding,36907.0,57634.0,12,+,1.0,12212.0,130497.0,53.0,132434508.0,132565005.0
3213,3213,ENSG00000116786,PLEKHM2,protein_coding,22962.0,23207.0,1,+,1.0,4102.0,50437.0,20.0,16010827.0,16061264.0
3219,3219,ENSG00000177192,PUS1,protein_coding,56125.0,80324.0,12,+,3.0,1660.0,14608.0,6.0,132413798.0,132428406.0
3221,3221,ENSG00000119711,ALDH6A1,protein_coding,4303.0,4329.0,14,-,1.0,2168.0,24324.0,12.0,74526872.0,74551196.0
3226,3226,ENSG00000152413,HOMER1,protein_coding,9319.0,9456.0,5,-,1.0,4205.0,139914.0,9.0,78669786.0,78809700.0
3229,3229,ENSG00000177169,ULK1,protein_coding,8350.0,8408.0,12,+,1.0,5194.0,28428.0,28.0,132379279.0,132407707.0
3235,3235,ENSG00000119723,COQ6,protein_coding,30487.0,51004.0,14,+,2.0,1556.0,13014.0,12.0,74416800.0,74429813.0
3236,3236,ENSG00000108984,MAP2K6,protein_coding,5576.0,5608.0,17,+,1.0,1857.0,127632.0,12.0,67410838.0,67538470.0
3241,3241,ENSG00000116260,QSOX1,protein_coding,5736.0,5768.0,1,+,2.0,2937.0,43201.0,12.0,180123968.0,180167169.0
3243,3243,ENSG00000139223,ANP32D,protein_coding,23274.0,23519.0,12,+,1.0,395.0,395.0,1.0,48866448.0,48866843.0
3248,3248,ENSG00000143337,TOR1AIP1,protein_coding,25841.0,26092.0,1,+,1.0,3797.0,37791.0,10.0,179851420.0,179889211.0
3249,3249,ENSG00000167528,ZNF641,protein_coding,78830.0,121274.0,12,-,3.0,4363.0,10881.0,6.0,48733793.0,48744674.0
3250,3250,ENSG00000162620,LRRIQ3,protein_coding,79206.0,127255.0,1,-,1.0,2854.0,172169.0,8.0,74491702.0,74663871.0
3252,3252,ENSG00000236697,GPSM3,protein_coding,40583.0,63940.0,6,-,1.0,1448.0,4757.0,8.0,32158543.0,32163300.0
3253,3253,ENSG00000234508,GPSM3,protein_coding,40583.0,63940.0,6,-,1.0,1448.0,4757.0,8.0,32158543.0,32163300.0
3254,3254,ENSG00000237052,GPSM3,protein_coding,40583.0,63940.0,6,-,1.0,1448.0,4757.0,8.0,32158543.0,32163300.0
3255,3255,ENSG00000206314,GPSM3,protein_coding,40583.0,63940.0,6,-,1.0,1448.0,4757.0,8.0,32158543.0,32163300.0
3256,3256,ENSG00000233490,GPSM3,protein_coding,40583.0,63940.0,6,-,1.0,1448.0,4757.0,8.0,32158543.0,32163300.0
3257,3257,ENSG00000213654,GPSM3,protein_coding,40583.0,63940.0,6,-,1.0,1448.0,4757.0,8.0,32158543.0,32163300.0
3258,3258,ENSG00000234243,GPSM3,protein_coding,40583.0,63940.0,6,-,1.0,1448.0,4757.0,8.0,32158543.0,32163300.0
3259,3259,ENSG00000127554,GFER,protein_coding,2655.0,2671.0,16,+,1.0,2406.0,3600.0,3.0,2034150.0,2037750.0
3262,3262,ENSG00000130368,MAS1,protein_coding,4117.0,4142.0,6,+,1.0,1133.0,1133.0,1.0,160327974.0,160329107.0
3264,3264,ENSG00000122970,IFT81,protein_coding,28717.0,28981.0,12,+,3.0,2711.0,94460.0,19.0,110562140.0,110656600.0
3265,3265,ENSG00000119333,WDR34,protein_coding,59818.0,89891.0,9,-,1.0,1809.0,23189.0,9.0,131395940.0,131419129.0
3266,3266,ENSG00000160469,BRSK1,protein_coding,58647.0,84446.0,19,+,1.0,3062.0,28369.0,19.0,55795534.0,55823903.0
3267,3267,ENSG00000127191,TRAF2,protein_coding,7143.0,7186.0,9,+,1.0,2266.0,40102.0,11.0,139780965.0,139821067.0
3273,3273,ENSG00000176903,PNMA1,protein_coding,9114.0,9240.0,14,-,1.0,2642.0,2642.0,1.0,74178486.0,74181128.0
3276,3276,ENSG00000187658,C5orf52,protein_coding,1000547.0,100190949.0,5,+,1.0,694.0,8601.0,3.0,157098561.0,157107162.0
3278,3278,ENSG00000124279,FASTKD3,protein_coding,54912.0,79072.0,5,-,2.0,1655.0,9878.0,6.0,7859272.0,7869150.0
3279,3279,ENSG00000127329,PTPRB,protein_coding,5755.0,5787.0,12,-,2.0,10962.0,106790.0,33.0,70910632.0,71017422.0
3280,3280,ENSG00000276450,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3281,3281,ENSG00000189430,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3282,3282,ENSG00000275637,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3283,3283,ENSG00000273535,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3284,3284,ENSG00000277334,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3285,3285,ENSG00000275521,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3286,3286,ENSG00000278025,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3287,3287,ENSG00000277442,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3288,3288,ENSG00000278362,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3289,3289,ENSG00000275156,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3290,3290,ENSG00000284113,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3291,3291,ENSG00000284208,NCR1,protein_coding,9301.0,9437.0,19,+,5.0,1096.0,6931.0,6.0,55417508.0,55424439.0
3295,3295,ENSG00000143669,LYST,protein_coding,1122.0,1130.0,1,-,1.0,13423.0,205875.0,53.0,235824345.0,236030220.0
3298,3298,ENSG00000123545,NDUFAF4,protein_coding,28814.0,29078.0,6,-,1.0,2408.0,8580.0,3.0,97337187.0,97345767.0
3299,3299,ENSG00000105388,CEACAM5,protein_coding,1042.0,1048.0,19,+,1.0,3590.0,21907.0,10.0,42212530.0,42234437.0
3300,3300,ENSG00000165671,NSD1,protein_coding,40925.0,64324.0,5,+,2.0,12567.0,166758.0,24.0,176560456.0,176727214.0
3304,3304,ENSG00000172461,FUT9,protein_coding,10543.0,10690.0,6,+,1.0,12795.0,199643.0,3.0,96463845.0,96663488.0
3307,3307,ENSG00000132693,CRP,protein_coding,1392.0,1401.0,1,-,1.0,2013.0,2300.0,2.0,159682079.0,159684379.0
3308,3308,ENSG00000143612,C1orf43,protein_coding,25661.0,25912.0,1,-,3.0,1790.0,14090.0,6.0,154179183.0,154193273.0
3321,3321,ENSG00000059804,SLC2A3,protein_coding,6479.0,6515.0,12,-,1.0,3928.0,17068.0,10.0,8071824.0,8088892.0
3322,3322,ENSG00000114859,CLCN2,protein_coding,1172.0,1181.0,3,-,4.0,3146.0,15415.0,24.0,184063976.0,184079391.0
3327,3327,ENSG00000235994,HGC6.3,processed_transcript,1000865.0,100128124.0,6,-,1.0,1015.0,1015.0,1.0,168376604.0,168377619.0
3328,3328,ENSG00000168264,IRF2BP2,protein_coding,111030.0,359948.0,1,-,2.0,4637.0,5256.0,2.0,234740015.0,234745271.0
3332,3332,ENSG00000134202,GSTM3,protein_coding,2930.0,2947.0,1,-,2.0,4080.0,7106.0,8.0,110276554.0,110283660.0
3333,3333,ENSG00000161011,SQSTM1,protein_coding,8799.0,8878.0,5,+,3.0,2894.0,31074.0,9.0,179234003.0,179265077.0
3334,3334,ENSG00000198758,EPS8L3,protein_coding,55377.0,79574.0,1,-,3.0,2219.0,13862.0,19.0,110292702.0,110306564.0
3338,3338,ENSG00000150991,UBC,protein_coding,7273.0,7316.0,12,-,1.0,2582.0,3395.0,2.0,125396192.0,125399587.0
3343,3343,ENSG00000188340,OR6N2,protein_coding,57152.0,81442.0,1,-,1.0,953.0,953.0,1.0,158746472.0,158747425.0
3345,3345,ENSG00000116991,SIPA1L2,protein_coding,36841.0,57568.0,1,-,1.0,6467.0,117531.0,21.0,232533712.0,232651243.0
3346,3346,ENSG00000118733,OLFM3,protein_coding,78681.0,118427.0,1,-,1.0,3456.0,194663.0,6.0,102268127.0,102462790.0
3356,3356,ENSG00000270106,TSNAX-DISC1,protein_coding,1023149.0,100303453.0,1,+,8.0,3348.0,290591.0,13.0,231664399.0,231954990.0
3361,3361,ENSG00000184227,ACOT1,protein_coding,165222.0,641371.0,14,+,1.0,1600.0,6570.0,3.0,74003928.0,74010498.0
3362,3362,ENSG00000121413,ZSCAN18,protein_coding,41825.0,65982.0,19,-,5.0,2567.0,14521.0,7.0,58595209.0,58609730.0
3363,3363,ENSG00000154263,ABCA10,protein_coding,10202.0,10349.0,17,-,1.0,6291.0,96808.0,40.0,67144148.0,67240956.0
3364,3364,ENSG00000168765,GSTM4,protein_coding,2931.0,2948.0,1,+,3.0,1364.0,5633.0,8.0,110198698.0,110204331.0
3368,3368,ENSG00000214114,MYCBP,protein_coding,26040.0,26292.0,1,-,2.0,2531.0,10888.0,4.0,39328162.0,39339050.0
3369,3369,ENSG00000100721,TCL1A,protein_coding,8064.0,8115.0,14,-,2.0,1390.0,4229.0,4.0,96176304.0,96180533.0
3375,3375,ENSG00000105607,GCDH,protein_coding,2623.0,2639.0,19,+,2.0,1694.0,8809.0,12.0,13001974.0,13010783.0
3376,3376,ENSG00000076321,KLHL20,protein_coding,26997.0,27252.0,1,+,1.0,3452.0,71760.0,12.0,173684080.0,173755840.0
3379,3379,ENSG00000120337,TNFSF18,protein_coding,8887.0,8995.0,1,-,1.0,745.0,9743.0,3.0,173010360.0,173020103.0
3380,3380,ENSG00000196498,NCOR2,protein_coding,9468.0,9612.0,12,-,2.0,8732.0,243049.0,48.0,124808961.0,125052010.0
3384,3384,ENSG00000161021,MAML1,protein_coding,9650.0,9794.0,5,+,1.0,5718.0,44436.0,5.0,179159851.0,179204287.0
3385,3385,ENSG00000283780,MAML1,protein_coding,9650.0,9794.0,5,+,1.0,5718.0,44436.0,5.0,179159851.0,179204287.0
3387,3387,ENSG00000182118,FAM89A,protein_coding,119546.0,375061.0,1,-,1.0,1496.0,21291.0,2.0,231154704.0,231175995.0
3388,3388,ENSG00000123179,EBPL,protein_coding,58848.0,84650.0,13,-,1.0,974.0,30813.0,4.0,50234810.0,50265623.0
3389,3389,ENSG00000173480,ZNF417,protein_coding,80627.0,147687.0,19,-,1.0,4700.0,10836.0,3.0,58417142.0,58427978.0
3392,3392,ENSG00000105329,TGFB1,protein_coding,6998.0,7040.0,19,-,1.0,2193.0,23019.0,7.0,41836812.0,41859831.0
3403,3403,ENSG00000105612,DNASE2,protein_coding,1765.0,1777.0,19,-,1.0,2002.0,6310.0,6.0,12986025.0,12992335.0
3410,3410,ENSG00000104783,KCNN4,protein_coding,3758.0,3783.0,19,-,1.0,2231.0,14724.0,9.0,44270685.0,44285409.0
3412,3412,ENSG00000102076,OPN1LW,protein_coding,5924.0,5956.0,X,+,1.0,1228.0,14782.0,6.0,153409725.0,153424507.0
3413,3413,ENSG00000231861,OR5K2,protein_coding,125893.0,402135.0,3,+,1.0,950.0,950.0,1.0,98216525.0,98217475.0
3423,3423,ENSG00000236902,LY6G6D,protein_coding,37344.0,58530.0,6,+,1.0,399.0,2448.0,3.0,31683133.0,31685581.0
3424,3424,ENSG00000206402,LY6G6D,protein_coding,37344.0,58530.0,6,+,1.0,399.0,2448.0,3.0,31683133.0,31685581.0
3425,3425,ENSG00000234443,LY6G6D,protein_coding,37344.0,58530.0,6,+,1.0,399.0,2448.0,3.0,31683133.0,31685581.0
3426,3426,ENSG00000226603,LY6G6D,protein_coding,37344.0,58530.0,6,+,1.0,399.0,2448.0,3.0,31683133.0,31685581.0
3427,3427,ENSG00000235302,LY6G6D,protein_coding,37344.0,58530.0,6,+,1.0,399.0,2448.0,3.0,31683133.0,31685581.0
3428,3428,ENSG00000244355,LY6G6D,protein_coding,37344.0,58530.0,6,+,1.0,399.0,2448.0,3.0,31683133.0,31685581.0
3429,3429,ENSG00000225993,LY6G6D,protein_coding,37344.0,58530.0,6,+,1.0,399.0,2448.0,3.0,31683133.0,31685581.0
3431,3431,ENSG00000165821,SALL2,protein_coding,6263.0,6297.0,14,-,1.0,4910.0,16105.0,2.0,21989232.0,22005337.0
3432,3432,ENSG00000158786,PLA2G2F,protein_coding,41197.0,64600.0,1,+,1.0,2714.0,11056.0,5.0,20465823.0,20476879.0
3437,3437,ENSG00000116717,GADD45A,protein_coding,1635.0,1647.0,1,+,3.0,1275.0,3161.0,3.0,68150860.0,68154021.0
3438,3438,ENSG00000167644,C19orf33,protein_coding,40706.0,64073.0,19,+,1.0,457.0,842.0,4.0,38794804.0,38795646.0
3441,3441,ENSG00000124356,STAMBP,protein_coding,10470.0,10617.0,2,+,3.0,2078.0,33884.0,10.0,74056127.0,74090011.0
3442,3442,ENSG00000119392,GLE1,protein_coding,2716.0,2733.0,9,+,2.0,2784.0,36397.0,15.0,131266971.0,131303368.0
3443,3443,ENSG00000205089,CCNI2,protein_coding,152864.0,645121.0,5,+,1.0,2349.0,6719.0,6.0,132083137.0,132089856.0
3444,3444,ENSG00000145332,KLHL8,protein_coding,36836.0,57563.0,4,-,1.0,4566.0,59460.0,10.0,88082214.0,88141674.0
3446,3446,ENSG00000135472,FAIM2,protein_coding,22772.0,23017.0,12,-,1.0,4691.0,37040.0,12.0,50260680.0,50297720.0
3453,3453,ENSG00000198805,PNP,protein_coding,4829.0,4860.0,14,+,1.0,2415.0,8627.0,6.0,20937538.0,20946165.0
3455,3455,ENSG00000143185,XCL2,protein_coding,6806.0,6846.0,1,-,1.0,562.0,3232.0,3.0,168510003.0,168513235.0
3458,3458,ENSG00000143184,XCL1,protein_coding,6339.0,6375.0,1,+,1.0,1364.0,5604.0,3.0,168545711.0,168551315.0
3460,3460,ENSG00000169418,NPR1,protein_coding,4850.0,4881.0,1,+,1.0,4163.0,15304.0,22.0,153651164.0,153666468.0
3461,3461,ENSG00000253797,UTP14C,protein_coding,9580.0,9724.0,13,+,1.0,5527.0,8909.0,2.0,52598827.0,52607736.0
3463,3463,ENSG00000115464,USP34,protein_coding,9592.0,9736.0,2,-,1.0,11230.0,283259.0,80.0,61414590.0,61697849.0
3464,3464,ENSG00000143314,MRPL24,protein_coding,55393.0,79590.0,1,-,2.0,900.0,3829.0,6.0,156707094.0,156710923.0
3465,3465,ENSG00000253710,ALG11,protein_coding,133354.0,440138.0,13,+,2.0,1980.0,17257.0,3.0,52586523.0,52603780.0
3470,3470,ENSG00000186965,KRTAP19-2,protein_coding,109272.0,337969.0,21,-,1.0,158.0,158.0,1.0,31859509.0,31859667.0
3472,3472,ENSG00000143196,DPT,protein_coding,1793.0,1805.0,1,-,1.0,1724.0,33747.0,4.0,168664695.0,168698442.0
3474,3474,ENSG00000165621,OXGR1,protein_coding,26944.0,27199.0,13,-,1.0,2281.0,8631.0,4.0,97637973.0,97646604.0
3475,3475,ENSG00000165178,NCF1C,unprocessed_pseudogene,1002802.0,654817.0,7,-,1.0,1445.0,15432.0,11.0,74572384.0,74587816.0
3482,3482,ENSG00000244025,KRTAP19-3,protein_coding,109273.0,337970.0,21,-,1.0,493.0,493.0,1.0,31863782.0,31864275.0
3485,3485,ENSG00000186967,KRTAP19-4,protein_coding,109274.0,337971.0,21,-,1.0,254.0,254.0,1.0,31869174.0,31869428.0
3488,3488,ENSG00000186977,KRTAP19-5,protein_coding,109275.0,337972.0,21,-,1.0,218.0,218.0,1.0,31874190.0,31874408.0
3490,3490,ENSG00000143384,MCL1,protein_coding,4145.0,4170.0,1,-,3.0,3835.0,5187.0,3.0,150547027.0,150552214.0
3492,3492,ENSG00000146083,RNF44,protein_coding,22594.0,22838.0,5,-,1.0,4142.0,10721.0,11.0,175953700.0,175964421.0
3493,3493,ENSG00000172889,EGFL7,protein_coding,30644.0,51162.0,9,+,2.0,1520.0,9750.0,10.0,139557380.0,139567130.0
3506,3506,ENSG00000046889,PREX2,protein_coding,56044.0,80243.0,8,+,2.0,4046.0,216172.0,32.0,68864603.0,69080776.0
3507,3507,ENSG00000164187,LMBRD2,protein_coding,60156.0,92255.0,5,-,1.0,3219.0,48601.0,18.0,36103414.0,36152015.0
3509,3509,ENSG00000276996,SLC6A3,protein_coding,6495.0,6531.0,5,-,1.0,3919.0,52638.0,15.0,1392905.0,1445543.0
3510,3510,ENSG00000142319,SLC6A3,protein_coding,6495.0,6531.0,5,-,1.0,3919.0,52638.0,15.0,1392905.0,1445543.0
3513,3513,ENSG00000188730,VWC2,protein_coding,119592.0,375567.0,7,+,1.0,1887.0,138881.0,4.0,49813257.0,49952138.0
3514,3514,ENSG00000143382,ADAMTSL4,protein_coding,33798.0,54507.0,1,+,2.0,3530.0,10420.0,17.0,150521898.0,150532318.0
3517,3517,ENSG00000150977,RILPL2,protein_coding,83406.0,196383.0,12,-,1.0,1431.0,21328.0,4.0,123899936.0,123921264.0
3518,3518,ENSG00000089169,RPH3A,protein_coding,22651.0,22895.0,12,+,2.0,4564.0,107135.0,22.0,113229549.0,113336684.0
3520,3520,ENSG00000042813,ZPBP,protein_coding,10897.0,11055.0,7,-,2.0,1216.0,155836.0,8.0,49977024.0,50132860.0
3523,3523,ENSG00000145781,COMMD10,protein_coding,30878.0,51397.0,5,+,1.0,1417.0,208251.0,7.0,115420727.0,115628978.0
3525,3525,ENSG00000158560,DYNC1I1,protein_coding,1768.0,1780.0,7,+,3.0,2978.0,325918.0,17.0,95401818.0,95727736.0
3531,3531,ENSG00000166226,CCT2,protein_coding,10429.0,10576.0,12,+,2.0,2054.0,16022.0,16.0,69979335.0,69995357.0
3532,3532,ENSG00000186925,KRTAP19-6,protein_coding,109276.0,337973.0,21,-,1.0,327.0,327.0,1.0,31913854.0,31914181.0
3533,3533,ENSG00000142583,SLC2A5,protein_coding,6482.0,6518.0,1,-,3.0,2300.0,32882.0,12.0,9097005.0,9129887.0
3536,3536,ENSG00000244362,KRTAP19-7,protein_coding,109277.0,337974.0,21,-,1.0,191.0,191.0,1.0,31933417.0,31933608.0
3538,3538,ENSG00000184209,SNRNP35,protein_coding,10908.0,11066.0,12,+,2.0,940.0,7420.0,2.0,123943518.0,123950939.0
3539,3539,ENSG00000206106,KRTAP22-2,protein_coding,1020022.0,100288287.0,21,-,1.0,292.0,292.0,1.0,31962424.0,31962716.0
3540,3540,ENSG00000212938,KRTAP6-3,protein_coding,109271.0,337968.0,21,+,1.0,615.0,615.0,1.0,31964759.0,31965374.0
3541,3541,ENSG00000186930,KRTAP6-2,protein_coding,109270.0,337967.0,21,-,1.0,188.0,188.0,1.0,31971005.0,31971193.0
3545,3545,ENSG00000186924,KRTAP22-1,protein_coding,109282.0,337979.0,21,+,1.0,146.0,146.0,1.0,31973440.0,31973586.0
3547,3547,ENSG00000156860,FBRS,protein_coding,40920.0,64319.0,16,+,1.0,2799.0,6353.0,12.0,30675778.0,30682131.0
3549,3549,ENSG00000188026,RILPL1,protein_coding,110612.0,353116.0,12,-,1.0,2617.0,62356.0,7.0,123955909.0,124018265.0
3550,3550,ENSG00000278780,ZNF430,protein_coding,56065.0,80264.0,19,+,2.0,3912.0,39426.0,5.0,21203426.0,21242852.0
3551,3551,ENSG00000118620,ZNF430,protein_coding,56065.0,80264.0,19,+,2.0,3912.0,39426.0,5.0,21203426.0,21242852.0
3555,3555,ENSG00000139793,MBNL2,protein_coding,10005.0,10150.0,13,+,2.0,4630.0,171800.0,8.0,97874574.0,98046374.0
3556,3556,ENSG00000143156,NME7,protein_coding,29655.0,29922.0,1,-,2.0,1594.0,235415.0,12.0,169101771.0,169337186.0
3558,3558,ENSG00000115364,MRPL19,protein_coding,9657.0,9801.0,2,+,1.0,7821.0,15425.0,6.0,75873909.0,75889334.0
3559,3559,ENSG00000134001,EIF2S1,protein_coding,1952.0,1965.0,14,+,1.0,4157.0,26199.0,8.0,67827034.0,67853233.0
3570,3570,ENSG00000146858,ZC3HAV1L,protein_coding,60136.0,92092.0,7,-,1.0,1748.0,10323.0,5.0,138710452.0,138720775.0
3573,3573,ENSG00000182545,RNASE10,protein_coding,109594.0,338879.0,14,+,1.0,650.0,650.0,1.0,20978631.0,20979281.0
3578,3578,ENSG00000138134,STAMBPL1,protein_coding,36832.0,57559.0,10,+,1.0,1986.0,43218.0,11.0,90640026.0,90683244.0
3579,3579,ENSG00000128050,PAICS,protein_coding,10459.0,10606.0,4,+,3.0,3329.0,25265.0,10.0,57302269.0,57327534.0
3580,3580,ENSG00000173230,GOLGB1,protein_coding,2787.0,2804.0,3,-,1.0,11163.0,86554.0,22.0,121382048.0,121468602.0
3581,3581,ENSG00000072415,MPP5,protein_coding,40999.0,64398.0,14,+,1.0,5342.0,94515.0,15.0,67708021.0,67802536.0
3582,3582,ENSG00000204084,INPP5B,protein_coding,3608.0,3633.0,1,-,1.0,4430.0,86360.0,24.0,38326369.0,38412729.0
3583,3583,ENSG00000143321,HDGF,protein_coding,3051.0,3068.0,1,-,3.0,2192.0,10125.0,6.0,156711899.0,156722024.0
3589,3589,ENSG00000268895,A1BG-AS1,antisense,1012471.0,503538.0,19,+,1.0,2126.0,3213.0,4.0,58863336.0,58866549.0
3591,3591,ENSG00000173281,PPP1R3B,protein_coding,55463.0,79660.0,8,-,1.0,5558.0,14453.0,2.0,8993767.0,9008220.0
3592,3592,ENSG00000285343,PPP1R3B,protein_coding,55463.0,79660.0,8,-,1.0,5558.0,14453.0,2.0,8993767.0,9008220.0
3593,3593,ENSG00000157470,FAM81A,protein_coding,80461.0,145773.0,15,+,1.0,3459.0,85379.0,9.0,59730372.0,59815751.0
3595,3595,ENSG00000184371,CSF1,protein_coding,1424.0,1435.0,1,+,4.0,2416.0,17627.0,9.0,110453233.0,110470860.0
3596,3596,ENSG00000161013,MGAT4B,protein_coding,11121.0,11282.0,5,-,2.0,2668.0,7316.0,14.0,179224598.0,179231914.0
3597,3597,ENSG00000284501,MGAT4B,protein_coding,11121.0,11282.0,5,-,2.0,2668.0,7316.0,14.0,179224598.0,179231914.0
3610,3610,ENSG00000086015,MAST2,protein_coding,22894.0,23139.0,1,+,1.0,5709.0,232511.0,29.0,46269285.0,46501796.0
3619,3619,ENSG00000029559,IBSP,protein_coding,3361.0,3381.0,4,+,1.0,1584.0,12899.0,7.0,88720702.0,88733601.0
3620,3620,ENSG00000152591,DSPP,protein_coding,1822.0,1834.0,4,+,1.0,4326.0,8344.0,5.0,88529681.0,88538025.0
3621,3621,ENSG00000143379,SETDB1,protein_coding,9725.0,9869.0,1,+,3.0,4421.0,38405.0,22.0,150898815.0,150937220.0
3624,3624,ENSG00000213614,HEXA,protein_coding,3055.0,3073.0,15,-,1.0,2423.0,32742.0,14.0,72635778.0,72668520.0
3629,3629,ENSG00000175182,FAM131A,protein_coding,79471.0,131408.0,3,+,2.0,2484.0,9566.0,6.0,184054496.0,184064063.0
3634,3634,ENSG00000142751,GPN2,protein_coding,33996.0,54707.0,1,-,1.0,1505.0,10996.0,5.0,27205873.0,27216869.0
3635,3635,ENSG00000127328,RAB3IP,protein_coding,78472.0,117177.0,12,+,5.0,9336.0,83804.0,10.0,70133180.0,70216984.0
3637,3637,ENSG00000112659,CUL9,protein_coding,22868.0,23113.0,6,+,1.0,7730.0,42403.0,41.0,43149922.0,43192325.0
3638,3638,ENSG00000159592,GPBP1L1,protein_coding,37779.0,60313.0,1,-,1.0,3725.0,59326.0,13.0,46092976.0,46152302.0
3646,3646,ENSG00000116906,GNPAT,protein_coding,8382.0,8443.0,1,+,1.0,2664.0,36800.0,16.0,231376919.0,231413719.0
3648,3648,ENSG00000198178,CLEC4C,protein_coding,81803.0,170482.0,12,-,2.0,1261.0,20058.0,6.0,7882011.0,7902069.0
3650,3650,ENSG00000158828,PINK1,protein_coding,41542.0,65018.0,1,+,1.0,2652.0,18056.0,8.0,20959948.0,20978004.0
3651,3651,ENSG00000138115,CYP2C8,protein_coding,1546.0,1558.0,10,-,4.0,1934.0,32725.0,9.0,96796529.0,96829254.0
3652,3652,ENSG00000177614,PGBD5,protein_coding,55408.0,79605.0,1,-,1.0,3164.0,55999.0,7.0,230457392.0,230513391.0
3654,3654,ENSG00000130338,TULP4,protein_coding,36274.0,56995.0,6,+,2.0,9855.0,199164.0,14.0,158733692.0,158932856.0
3658,3658,ENSG00000143641,GALNT2,protein_coding,2574.0,2590.0,1,+,1.0,4443.0,214919.0,16.0,230202956.0,230417875.0
3664,3664,ENSG00000105610,KLF1,protein_coding,10514.0,10661.0,19,-,1.0,1611.0,2780.0,3.0,12995237.0,12998017.0
3665,3665,ENSG00000080603,SRCAP,protein_coding,10689.0,10847.0,16,+,1.0,10440.0,40988.0,34.0,30710462.0,30751450.0
3668,3668,ENSG00000115159,GPD2,protein_coding,2803.0,2820.0,2,+,2.0,5899.0,150482.0,17.0,157292432.0,157442915.0
3672,3672,ENSG00000143178,TBX19,protein_coding,8972.0,9095.0,1,+,1.0,2814.0,33386.0,8.0,168250278.0,168283664.0
3673,3673,ENSG00000100767,PAPLN,protein_coding,59824.0,89932.0,14,+,1.0,5807.0,37142.0,26.0,73704205.0,73741347.0
3674,3674,ENSG00000184351,KRTAP19-1,protein_coding,109221.0,337882.0,21,-,1.0,272.0,272.0,1.0,31852364.0,31852636.0
3676,3676,ENSG00000240432,KRTAP13-3,protein_coding,109263.0,337960.0,21,-,1.0,519.0,519.0,1.0,31797711.0,31798230.0
3682,3682,ENSG00000038382,TRIO,protein_coding,7161.0,7204.0,5,+,1.0,10170.0,365629.0,57.0,14143829.0,14509458.0
3683,3683,ENSG00000026103,FAS,protein_coding,352.0,355.0,10,+,7.0,2572.0,25254.0,8.0,90750288.0,90775542.0
